MAAKOND;VALD;LINN/ ALEV/ ALEVIK/ KÜLA;TÄNAV/TALU;AADRESSILIIK;MAJAALGUS;MAJALOPP;SIHTNUMBER
"Harju";"";"Tallinn";"Näituse";"linn";"2";"18A";"11623"
"Harju";"";"Tallinn";"Näituse";"linn";"17";"9999";"11214"
"Harju";"";"Tallinn";"Näituse";"linn";"20";"9999";"11214"
"Harju";"";"Tallinn";"Narva mnt";"linn";"1";"1";"10111"
"Harju";"";"Tallinn";"Narva mnt";"linn";"10";"10";"10124"
"Harju";"";"Tallinn";"Narva mnt";"linn";"12";"12";"10124"
"Harju";"";"Tallinn";"Narva mnt";"linn";"13";"13";"10151"
"Harju";"";"Tallinn";"Narva mnt";"linn";"128";"142A";"13628"
"Harju";"";"Tallinn";"Narva mnt";"linn";"105";"117";"13628"
"Harju";"";"Tallinn";"Narva mnt";"linn";"131";"131";"13914"
"Harju";"";"Tallinn";"Narva mnt";"linn";"152";"9999";"13914"
"Harju";"";"Tallinn";"Narva mnt";"linn";"133";"149";"12015"
"Harju";"";"Tallinn";"Narva mnt";"linn";"14";"26";"10120"
"Harju";"";"Tallinn";"Narva mnt";"linn";"15";"49";"10120"
"Harju";"";"Tallinn";"Narva mnt";"linn";"150";"150";"13619"
"Harju";"";"Tallinn";"Narva mnt";"linn";"201";"207";"11914"
"Harju";"";"Tallinn";"Narva mnt";"linn";"2";"8";"10117"
"Harju";"";"Tallinn";"Narva mnt";"linn";"3";"9V";"10117"
"Harju";"";"Tallinn";"Narva mnt";"linn";"51";"65";"10152"
"Harju";"";"Tallinn";"Narva mnt";"linn";"40";"50";"10150"
"Harju";"";"Tallinn";"Narva mnt";"linn";"52";"96";"10127"
"Harju";"";"Tallinn";"Narva mnt";"linn";"77";"95";"10127"
"Harju";"";"Tallinn";"Näsiniine tee";"linn";"0";"9999";"12113"
"Harju";"";"Tallinn";"Nata";"linn";"0";"9999";"13516"
"Harju";"";"Tallinn";"Neeme";"linn";"0";"9999";"11711"
"Harju";"";"Tallinn";"Neeme põik";"linn";"0";"9999";"11711"
"Harju";"";"Tallinn";"Neiuvaiba tee";"linn";"0";"9999";"11912"
"Harju";"";"Tallinn";"Nelgi";"linn";"1";"13";"11212"
"Harju";"";"Tallinn";"Nelgi";"linn";"2";"14";"11212"
"Harju";"";"Tallinn";"Nelgi";"linn";"19";"25";"11215"
"Harju";"";"Tallinn";"Nelgi";"linn";"20";"24";"11215"
"Harju";"";"Tallinn";"Nelgi";"linn";"30";"30V";"11213"
"Harju";"";"Tallinn";"Nelgi";"linn";"31";"31";"11213"
"Harju";"";"Tallinn";"Nelgi";"linn";"34";"9999";"11211"
"Harju";"";"Tallinn";"Nelgi";"linn";"35";"9999";"11211"
"Harju";"";"Tallinn";"Nepi";"linn";"0";"9999";"11312"
"Harju";"";"Tallinn";"Niguliste";"linn";"1";"9999";"10130"
"Harju";"";"Tallinn";"Niguliste";"linn";"4";"9999";"10130"
"Harju";"";"Tallinn";"Niguliste";"linn";"2";"2";"10146"
"Harju";"";"Tallinn";"Niidi";"linn";"2";"38";"10314"
"Harju";"";"Tallinn";"Niidi";"linn";"1";"27";"10314"
"Harju";"";"Tallinn";"Niidi põik";"linn";"0";"9999";"10314"
"Harju";"";"Tallinn";"Niidu tee";"linn";"33";"9999";"12014"
"Harju";"";"Tallinn";"Niidu tee";"linn";"42";"9999";"12014"
"Harju";"";"Tallinn";"Niidu tee";"linn";"6";"40";"12013"
"Harju";"";"Tallinn";"Niidu tee";"linn";"7";"31";"12013"
"Harju";"";"Tallinn";"Niine";"linn";"0";"9999";"10414"
"Harju";"";"Tallinn";"Nirgi";"linn";"0";"9999";"13424"
"Harju";"";"Tallinn";"Nisu";"linn";"0";"9999";"10317"
"Harju";"";"Tallinn";"Nõeliku";"linn";"0";"9999";"13516"
"Harju";"";"Tallinn";"Nõlva";"linn";"0";"9999";"10416"
"Harju";"";"Tallinn";"Nõmme põik";"linn";"0";"9999";"11317"
"Harju";"";"Tallinn";"Nõmme tee";"linn";"23";"23";"11312"
"Harju";"";"Tallinn";"Nõmme tee";"linn";"2";"32";"13426"
"Harju";"";"Tallinn";"Nõmme tee";"linn";"25";"71";"11311"
"Harju";"";"Tallinn";"Nõmme tee";"linn";"34";"46";"13425"
"Harju";"";"Tallinn";"Nõmme tee";"linn";"48";"50";"13417"
"Harju";"";"Tallinn";"Nõmme tee";"linn";"3";"19";"11315"
"Harju";"";"Tallinn";"Nõmme tee";"linn";"52";"9999";"13418"
"Harju";"";"Tallinn";"Nõmme tee";"linn";"75";"101";"11317"
"Harju";"";"Tallinn";"Nõmme-Kase";"linn";"14";"14";"11618"
"Harju";"";"Tallinn";"Nõmme-Kase";"linn";"1";"7";"11617"
"Harju";"";"Tallinn";"Nõmme-Kase";"linn";"2";"12";"11617"
"Harju";"";"Tallinn";"Nõmme-Kase";"linn";"17";"9999";"11620"
"Harju";"";"Tallinn";"Nõmme-Kase";"linn";"34";"9999";"11620"
"Harju";"";"Tallinn";"Nõmme-Kase";"linn";"20";"32";"11619"
"Harju";"";"Tallinn";"Nõo tee";"linn";"0";"9999";"11912"
"Harju";"";"Tallinn";"Nooda tee";"linn";"0";"9999";"13516"
"Harju";"";"Tallinn";"Noole";"linn";"0";"9999";"10415"
"Harju";"";"Tallinn";"Nõva";"linn";"0";"9999";"11625"
"Harju";"";"Tallinn";"Nulu";"linn";"0";"9999";"12012"
"Harju";"";"Tallinn";"Nunne";"linn";"2";"16";"10133"
"Harju";"";"Tallinn";"Nurklik";"linn";"0";"9999";"10618"
"Harju";"";"Tallinn";"Nurme";"linn";"1";"19";"11616"
"Harju";"";"Tallinn";"Nurme";"linn";"25";"47";"11616"
"Harju";"";"Tallinn";"Nurme";"linn";"2";"9999";"11616"
"Harju";"";"Tallinn";"Nurme";"linn";"55";"79";"11211"
"Harju";"";"Tallinn";"Nurmenuku tee";"linn";"0";"9999";"11914"
"Harju";"";"Tallinn";"Nurmiku tee";"linn";"0";"9999";"12013"
"Harju";"";"Tallinn";"Oa";"linn";"0";"9999";"10135"
"Harju";"";"Tallinn";"Oblika tee";"linn";"0";"9999";"11912"
"Harju";"";"Tallinn";"Ogaliku";"linn";"0";"9999";"13516"
"Harju";"";"Tallinn";"Õhtu";"linn";"0";"9999";"10922"
"Harju";"";"Tallinn";"Õie põik";"linn";"0";"9999";"11615"
"Harju";"";"Tallinn";"Õilme";"linn";"0";"9999";"10138"
"Harju";"";"Tallinn";"Õismäe tee";"linn";"1";"53";"13514"
"Harju";"";"Tallinn";"Õismäe tee";"linn";"59";"59";"13514"
"Harju";"";"Tallinn";"Õismäe tee";"linn";"2";"26";"13511"
"Harju";"";"Tallinn";"Õismäe tee";"linn";"34";"36";"13511"
"Harju";"";"Tallinn";"Õismäe tee";"linn";"136";"150";"13511"
"Harju";"";"Tallinn";"Õismäe tee";"linn";"28";"32";"13512"
"Harju";"";"Tallinn";"Õismäe tee";"linn";"38";"76";"13512"
"Harju";"";"Tallinn";"Õismäe tee";"linn";"55";"57";"13515"
"Harju";"";"Tallinn";"Õismäe tee";"linn";"61";"131";"13515"
"Harju";"";"Tallinn";"Õismäe tee";"linn";"94";"130";"13513"
"Harju";"";"Tallinn";"Õismäe tee";"linn";"134";"134";"13513"
"Harju";"";"Tallinn";"Õitse";"linn";"20";"9999";"10913"
"Harju";"";"Tallinn";"Õitse";"linn";"3A";"15A";"10914"
"Harju";"";"Tallinn";"Oja";"linn";"0";"9999";"13516"
"Harju";"";"Tallinn";"Ojaveere";"linn";"0";"9999";"10618"
"Harju";"";"Tallinn";"Oksa";"linn";"0";"9999";"11316"
"Harju";"";"Tallinn";"Õle";"linn";"2";"18";"10611"
"Harju";"";"Tallinn";"Õle";"linn";"20";"9999";"10319"
"Harju";"";"Tallinn";"Olevi";"linn";"0";"9999";"10920"
"Harju";"";"Tallinn";"Olevi põik";"linn";"0";"9999";"10920"
"Harju";"";"Tallinn";"Oleviste";"linn";"0";"9999";"10133"
"Harju";"";"Tallinn";"Õnne";"linn";"0";"9999";"11214"
"Harju";"";"Tallinn";"Ööbiku";"linn";"2";"6";"11312"
"Harju";"";"Tallinn";"Ööbiku";"linn";"8";"14";"11311"
"Harju";"";"Tallinn";"Ööbiku";"linn";"28";"28";"11311"
"Harju";"";"Tallinn";"Öölase";"linn";"0";"9999";"11913"
"Harju";"";"Tallinn";"Õpetajate";"linn";"0";"9999";"10135"
"Harju";"";"Tallinn";"Orase";"linn";"0";"9999";"10317"
"Harju";"";"Tallinn";"Oru";"linn";"0";"9999";"10127"
"Harju";"";"Tallinn";"Osja tee";"linn";"0";"9999";"12013"
"Harju";"";"Tallinn";"Oti";"linn";"0";"9999";"13516"
"Harju";"";"Tallinn";"Otsatalu";"linn";"0";"9999";"13516"
"Harju";"";"Tallinn";"Õuna";"linn";"0";"9999";"11611"
"Harju";"";"Tallinn";"P. Kerese";"linn";"1";"41";"11212"
"Harju";"";"Tallinn";"P. Kerese";"linn";"47";"9999";"11212"
"Harju";"";"Tallinn";"P. Kerese";"linn";"4";"42";"11212"
"Harju";"";"Tallinn";"P. Kerese";"linn";"43";"43";"11215"
"Harju";"";"Tallinn";"P. Kerese";"linn";"44";"9999";"11215"
"Harju";"";"Tallinn";"P. Pinna";"linn";"0";"9999";"13615"
"Harju";"";"Tallinn";"Paabusilma";"linn";"0";"9999";"11913"
"Harju";"";"Tallinn";"Paadi";"linn";"0";"9999";"10151"
"Harju";"";"Tallinn";"Paakspuu tee";"linn";"0";"9999";"12113"
"Harju";"";"Tallinn";"Paasiku";"linn";"0";"9999";"13916"
"Harju";"";"Tallinn";"Pääsukese";"linn";"0";"9999";"10145"
"Harju";"";"Tallinn";"Pääsusaba";"linn";"0";"9999";"11913"
"Harju";"";"Tallinn";"Pääsusilma tee";"linn";"2";"2";"12014"
"Harju";"";"Tallinn";"Pääsusilma tee";"linn";"3";"3";"12014"
"Harju";"";"Tallinn";"Pääsusilma tee";"linn";"6";"9999";"12015"
"Harju";"Vasalemma";"Vasalemma";"Ranna tee";"alevik";"0";"9999";"76101"
"Harju";"";"Tallinn";"Sõpruse pst";"linn";"222";"232";"13412"
"Harju";"";"Tallinn";"Sõpruse pst";"linn";"236";"9999";"13412"
"Harju";"";"Tallinn";"Sõpruse pst";"linn";"245";"245";"13412"
"Harju";"";"Tallinn";"Sõpruse pst";"linn";"233";"235";"13420"
"Harju";"";"Tallinn";"Sõpruse pst";"linn";"239";"243";"13420"
"Harju";"";"Tallinn";"Sõpruse pst";"linn";"234";"234";"13421"
"Harju";"";"Tallinn";"Sõstra";"linn";"0";"9999";"10616"
"Harju";"";"Tallinn";"Spordi";"linn";"13";"19";"11312"
"Harju";"";"Tallinn";"Spordi";"linn";"3";"11";"11315"
"Harju";"";"Tallinn";"Staadioni";"linn";"0";"9999";"10132"
"Harju";"";"Tallinn";"Sügise";"linn";"0";"9999";"10149"
"Harju";"";"Tallinn";"Suitsu";"linn";"0";"9999";"11313"
"Harju";"";"Tallinn";"Suitsu põik";"linn";"0";"9999";"11313"
"Harju";"";"Tallinn";"Sulevi";"linn";"0";"9999";"10918"
"Harju";"";"Tallinn";"Sulevimägi";"linn";"0";"9999";"10123"
"Harju";"";"Tallinn";"Supluse pst";"linn";"0";"9999";"11911"
"Harju";"";"Tallinn";"Süsta";"linn";"0";"9999";"11712"
"Harju";"";"Tallinn";"Suur Rannavärav";"linn";"0";"9999";"10111"
"Harju";"Nissi";"Turba";"Jaama tee";"alevik";"0";"9999";"76201"
"Harju";"";"Tallinn";"Pae";"linn";"4";"22";"11414"
"Harju";"";"Tallinn";"Pae";"linn";"23";"37";"11414"
"Harju";"";"Tallinn";"Pae";"linn";"42";"9999";"13620"
"Harju";"";"Tallinn";"Paekaare";"linn";"2";"22";"13621"
"Harju";"";"Tallinn";"Paekaare";"linn";"1";"9999";"13621"
"Harju";"";"Tallinn";"Paekaare";"linn";"62";"9999";"13611"
"Harju";"";"Tallinn";"Paekalda";"linn";"0";"9999";"13628"
"Harju";"";"Tallinn";"Paekivi";"linn";"9";"9";"11412"
"Harju";"";"Tallinn";"Päevakoera";"linn";"0";"9999";"11913"
"Harju";"";"Tallinn";"Pähkli";"linn";"0";"9999";"12012"
"Harju";"";"Tallinn";"Paide";"linn";"0";"9999";"11312"
"Harju";"";"Tallinn";"Päikese pst";"linn";"2";"44";"10912"
"Harju";"";"Tallinn";"Päikese pst";"linn";"45";"9999";"10913"
"Harju";"";"Tallinn";"Paiste";"linn";"0";"9999";"11620"
"Harju";"";"Tallinn";"Paisu";"linn";"0";"9999";"11914"
"Harju";"";"Tallinn";"Pajude pst";"linn";"14";"9999";"10915"
"Harju";"";"Tallinn";"Pajustiku tee";"linn";"0";"9999";"11912"
"Harju";"";"Tallinn";"Palderjani tee";"linn";"0";"9999";"11912"
"Harju";"";"Tallinn";"Paldiski mnt";"linn";"110";"124";"13517"
"Harju";"";"Tallinn";"Paldiski mnt";"linn";"147";"147";"13517"
"Harju";"";"Tallinn";"Paldiski mnt";"linn";"149";"149";"13517"
"Harju";"";"Tallinn";"Paldiski mnt";"linn";"153";"153";"13517"
"Harju";"";"Tallinn";"Paldiski mnt";"linn";"1";"23V";"10137"
"Harju";"";"Tallinn";"Paldiski mnt";"linn";"155";"197";"13518"
"Harju";"";"Tallinn";"Paldiski mnt";"linn";"221";"225";"13515"
"Harju";"";"Tallinn";"Paldiski mnt";"linn";"227";"231";"13520"
"Harju";"";"Tallinn";"Paldiski mnt";"linn";"25";"39";"10612"
"Harju";"";"Tallinn";"Paldiski mnt";"linn";"41";"67";"10614"
"Harju";"";"Tallinn";"Paldiski mnt";"linn";"44";"52A";"10614"
"Harju";"";"Tallinn";"Paldiski mnt";"linn";"54";"80";"10617"
"Harju";"";"Tallinn";"Pilviku";"linn";"0";"9999";"11211"
"Harju";"";"Tallinn";"Pirita tee";"linn";"2";"34";"10127"
"Harju";"";"Tallinn";"Pirita tee";"linn";"3";"9999";"11911"
"Harju";"";"Tallinn";"Pirni";"linn";"0";"9999";"10617"
"Harju";"";"Tallinn";"Planeedi";"linn";"4";"9999";"10131"
"Harju";"";"Tallinn";"Planeedi";"linn";"2";"2";"10139"
"Harju";"";"Tallinn";"Põdra";"linn";"0";"9999";"10915"
"Harju";"";"Tallinn";"Põhja pst";"linn";"2";"2";"10412"
"Harju";"";"Tallinn";"Põhja pst";"linn";"11A";"11A";"10412"
"Harju";"";"Tallinn";"Põhjakaare";"linn";"1";"7";"11612"
"Harju";"";"Tallinn";"Põhjakaare";"linn";"2";"10";"11612"
"Harju";"";"Tallinn";"Põhjakaare";"linn";"12";"9999";"11611"
"Harju";"";"Tallinn";"Pohla";"linn";"0";"9999";"11213"
"Harju";"";"Tallinn";"Põlde";"linn";"0";"9999";"13516"
"Harju";"";"Tallinn";"Põldma";"linn";"0";"9999";"11913"
"Harju";"";"Tallinn";"Põllu";"linn";"101";"103";"10911"
"Harju";"";"Tallinn";"Põllu";"linn";"1";"11";"11616"
"Harju";"";"Tallinn";"Põllu";"linn";"111";"9999";"10917"
"Harju";"";"Tallinn";"Põllu";"linn";"128";"9999";"10917"
"Harju";"";"Tallinn";"Põllu";"linn";"20";"20";"11617"
"Harju";"";"Tallinn";"Põllu";"linn";"17";"21";"11618"
"Harju";"";"Tallinn";"Põllu";"linn";"28";"28";"11618"
"Harju";"";"Tallinn";"Põllu";"linn";"30";"50";"11619"
"Harju";"";"Tallinn";"Põllu";"linn";"45";"59";"11620"
"Harju";"";"Tallinn";"Põllu";"linn";"76";"88";"11613"
"Harju";"";"Tallinn";"Põllu";"linn";"65";"79";"10918"
"Harju";"";"Tallinn";"Põllu";"linn";"89";"99";"10920"
"Harju";"";"Tallinn";"Põllu";"linn";"112";"126";"10920"
"Harju";"";"Tallinn";"Põllumäe";"linn";"0";"9999";"13516"
"Harju";"";"Tallinn";"Põõsa tee";"linn";"0";"9999";"11912"
"Harju";"";"Tallinn";"Preesi";"linn";"0";"9999";"10320"
"Harju";"";"Tallinn";"Prii";"linn";"0";"9999";"11212"
"Harju";"";"Tallinn";"Priimula tee";"linn";"0";"9999";"11913"
"Harju";"";"Tallinn";"Printsu tee";"linn";"0";"9999";"13516"
"Harju";"";"Tallinn";"Pronksi";"linn";"2";"6";"10124"
"Harju";"";"Tallinn";"Pronksi";"linn";"8";"9999";"10117"
"Harju";"";"Tallinn";"Puhangu";"linn";"2";"24";"10311"
"Harju";"";"Tallinn";"Puhangu";"linn";"26";"34";"10316"
"Harju";"";"Tallinn";"Puhangu";"linn";"53";"9999";"10316"
"Harju";"";"Tallinn";"Puhke";"linn";"0";"9999";"10135"
"Harju";"";"Tallinn";"Puhkekodu tee";"linn";"1";"33";"12013"
"Harju";"";"Tallinn";"Puhkekodu tee";"linn";"30";"60";"12014"
"Harju";"";"Tallinn";"Puhkekodu tee";"linn";"35";"51";"12014"
"Harju";"";"Tallinn";"Puhkekodu tee";"linn";"62";"9999";"12015"
"Harju";"";"Tallinn";"Puhma";"linn";"0";"9999";"11615"
"Harju";"";"Tallinn";"Puki tee";"linn";"0";"9999";"11912"
"Harju";"";"Tallinn";"Punane";"linn";"1";"17";"13620"
"Harju";"";"Tallinn";"Punane";"linn";"19";"39";"13611"
"Harju";"";"Tallinn";"Punane";"linn";"2";"9999";"13619"
"Harju";"";"Tallinn";"Punane";"linn";"43";"45";"13619"
"Harju";"";"Tallinn";"Punane";"linn";"61";"61";"13619"
"Harju";"";"Tallinn";"Punane";"linn";"69";"9999";"13619"
"Harju";"";"Tallinn";"Punane";"linn";"57";"59";"13626"
"Harju";"";"Tallinn";"Punane";"linn";"63";"67";"13626"
"Harju";"";"Tallinn";"Punga";"linn";"0";"9999";"12011"
"Harju";"";"Tallinn";"Puraviku";"linn";"0";"9999";"11213"
"Harju";"";"Tallinn";"Purde";"linn";"0";"9999";"12013"
"Harju";"";"Tallinn";"Purje";"linn";"0";"9999";"11911"
"Harju";"";"Tallinn";"Püssirohu";"linn";"0";"9999";"10132"
"Harju";"";"Tallinn";"Puu";"linn";"1";"1";"11620"
"Harju";"";"Tallinn";"Puu";"linn";"3";"9999";"11612"
"Harju";"";"Tallinn";"Puu";"linn";"2";"9999";"11612"
"Harju";"";"Tallinn";"Püü";"linn";"0";"9999";"11311"
"Harju";"";"Tallinn";"Püü põik";"linn";"0";"9999";"11311"
"Harju";"";"Tallinn";"Puusepa";"linn";"0";"9999";"11214"
"Harju";"";"Tallinn";"Puuvilja";"linn";"0";"9999";"11618"
"Harju";"";"Tallinn";"Puuvilla";"linn";"0";"9999";"10314"
"Harju";"";"Tallinn";"R. Tobiase";"linn";"0";"9999";"10147"
"Harju";"";"Tallinn";"Raadiku";"linn";"10";"9999";"13817"
"Harju";"";"Tallinn";"Raadiku";"linn";"11";"9999";"13817"
"Harju";"";"Tallinn";"Raadiku";"linn";"1";"9";"13812"
"Harju";"";"Tallinn";"Raadiku";"linn";"2";"8B/2";"13812"
"Harju";"";"Tallinn";"Räägu";"linn";"1";"29";"10620"
"Harju";"";"Tallinn";"Räägu";"linn";"2";"10C";"10620"
"Harju";"";"Tallinn";"Räägu";"linn";"16";"28";"11311"
"Harju";"";"Tallinn";"Räägu";"linn";"49";"63";"11311"
"Harju";"";"Tallinn";"Räägu";"linn";"31";"45";"13417"
"Harju";"";"Tallinn";"Raba";"linn";"0";"9999";"10917"
"Harju";"";"Tallinn";"Raekoja";"linn";"0";"9999";"10146"
"Harju";"";"Tallinn";"Raekoja plats";"linn";"0";"9999";"10146"
"Harju";"";"Tallinn";"Räga";"linn";"0";"9999";"13516"
"Harju";"";"Tallinn";"Rahe";"linn";"0";"9999";"10618"
"Harju";"";"Tallinn";"Rähni";"linn";"11";"11";"11311"
"Harju";"";"Tallinn";"Rähni";"linn";"13";"13";"11311"
"Harju";"";"Tallinn";"Rähni";"linn";"14";"18";"11311"
"Harju";"";"Tallinn";"Rähni";"linn";"1";"7";"11312"
"Harju";"";"Tallinn";"Rähni";"linn";"4";"12";"11312"
"Harju";"";"Tallinn";"Rahu";"linn";"1";"17";"11619"
"Harju";"";"Tallinn";"Rahu";"linn";"2";"14";"11619"
"Harju";"";"Tallinn";"Rahu";"linn";"16";"16";"11620"
"Harju";"";"Tallinn";"Rahu";"linn";"19";"9999";"11620"
"Harju";"";"Tallinn";"Rahukohtu";"linn";"1";"1";"10130"
"Harju";"";"Tallinn";"Rahumäe tee";"linn";"1";"5";"11316"
"Harju";"";"Tallinn";"Rahumäe tee";"linn";"2";"6";"11316"
"Harju";"";"Tallinn";"Rahumäe tee";"linn";"27";"27";"11623"
"Harju";"";"Tallinn";"Rahumäe tee";"linn";"9";"25";"11614"
"Harju";"";"Tallinn";"Rahumäe tee";"linn";"8";"9999";"11614"
"Harju";"";"Tallinn";"Rahvakooli tee";"linn";"0";"9999";"12015"
"Harju";"";"Tallinn";"Raie";"linn";"0";"9999";"10913"
"Harju";"";"Tallinn";"Räime";"linn";"0";"9999";"13516"
"Harju";"";"Tallinn";"Räitsaka";"linn";"0";"9999";"10618"
"Harju";"";"Tallinn";"Raja";"linn";"15";"15";"12618"
"Harju";"";"Tallinn";"Raja";"linn";"3";"3";"12616"
"Harju";"";"Tallinn";"Rajametsa";"linn";"0";"9999";"11625"
"Harju";"";"Tallinn";"Rajapere";"linn";"0";"9999";"13516"
"Harju";"";"Tallinn";"Raku";"linn";"0";"9999";"11217"
"Harju";"";"Tallinn";"Randla";"linn";"1";"7";"10312"
"Harju";"";"Tallinn";"Randla";"linn";"2";"6";"10312"
"Harju";"";"Tallinn";"Randla";"linn";"19";"29";"10311"
"Harju";"";"Tallinn";"Randla";"linn";"8";"30";"10315"
"Harju";"";"Tallinn";"Randla";"linn";"11";"15";"10315"
"Harju";"";"Tallinn";"Rändrahnu tee";"linn";"0";"9999";"12112"
"Harju";"";"Tallinn";"Randvere tee";"linn";"11";"89";"11912"
"Harju";"";"Tallinn";"Randvere tee";"linn";"8";"110";"11912"
"Harju";"";"Tallinn";"Randvere tee";"linn";"119";"157";"11914"
"Harju";"";"Tallinn";"Randvere tee";"linn";"150";"168";"11914"
"Harju";"";"Tallinn";"Randvere tee";"linn";"1";"9";"11911"
"Harju";"";"Tallinn";"Randvere tee";"linn";"2";"2";"11911"
"Harju";"";"Tallinn";"Randvere tee";"linn";"91";"117";"11913"
"Harju";"";"Tallinn";"Randvere tee";"linn";"112";"148";"11913"
"Harju";"";"Tallinn";"Rangu";"linn";"0";"9999";"13522"
"Harju";"";"Tallinn";"Ranna tee";"linn";"2A";"2A";"12111"
"Harju";"";"Tallinn";"Ranna tee";"linn";"6";"50";"12111"
"Harju";"";"Tallinn";"Rännaku pst";"linn";"1";"9";"10917"
"Harju";"";"Tallinn";"Rännaku pst";"linn";"4";"24";"10917"
"Harju";"";"Tallinn";"Rännaku pst";"linn";"32";"38";"10921"
"Harju";"";"Tallinn";"Rannamäe tee";"linn";"0";"9999";"10412"
"Harju";"";"Tallinn";"Rannamõisa tee";"linn";"1";"7";"13516"
"Harju";"";"Tallinn";"Rannamõisa tee";"linn";"7C";"7C";"13517"
"Harju";"";"Tallinn";"Ranniku põik";"linn";"0";"9999";"12112"
"Harju";"";"Tallinn";"Ranniku tee";"linn";"11";"9999";"12113"
"Harju";"";"Tallinn";"Ranniku tee";"linn";"1";"9";"12112"
"Harju";"";"Tallinn";"Ranniku tee";"linn";"2";"14";"12112"
"Harju";"";"Tallinn";"Rao";"linn";"0";"9999";"10913"
"Harju";"";"Tallinn";"Rästa";"linn";"1";"7";"13425"
"Harju";"";"Tallinn";"Rästa";"linn";"2";"8";"13425"
"Harju";"";"Tallinn";"Rästa";"linn";"10";"16";"13417"
"Harju";"";"Tallinn";"Rästa põik";"linn";"0";"9999";"13425"
"Harju";"";"Tallinn";"Rätsepa";"linn";"0";"9999";"11912"
"Harju";"";"Tallinn";"Ratta";"linn";"0";"9999";"11214"
"Harju";"";"Tallinn";"Raua";"linn";"2";"14";"10124"
"Harju";"";"Tallinn";"Raua";"linn";"16";"9999";"10152"
"Harju";"";"Tallinn";"Raua põik";"linn";"0";"9999";"10124"
"Harju";"";"Tallinn";"Raudtee";"linn";"10";"10";"11614"
"Harju";"";"Tallinn";"Raudtee";"linn";"34";"34";"11614"
"Harju";"";"Tallinn";"Raudtee";"linn";"1";"13";"11615"
"Harju";"";"Tallinn";"Raudtee";"linn";"129";"9999";"10917"
"Harju";"";"Tallinn";"Raudtee";"linn";"15";"23";"11621"
"Harju";"";"Tallinn";"Raudtee";"linn";"56";"58";"11621"
"Harju";"";"Tallinn";"Raudtee";"linn";"60";"62";"11616"
"Harju";"";"Tallinn";"Raudtee";"linn";"2";"8";"11623"
"Harju";"";"Tallinn";"Raudtee";"linn";"36";"50";"11623"
"Harju";"";"Tallinn";"Raudtee";"linn";"39";"41";"11617"
"Harju";"";"Tallinn";"Raudtee";"linn";"43";"45";"11618"
"Harju";"";"Tallinn";"Raudtee";"linn";"68";"72";"11618"
"Harju";"";"Tallinn";"Raudtee";"linn";"74";"92";"11619"
"Harju";"";"Tallinn";"Raudtee";"linn";"57";"73";"11620"
"Harju";"";"Tallinn";"Raudtee";"linn";"94";"134";"10919"
"Harju";"";"Tallinn";"Rävala pst";"linn";"1";"9999";"10143"
"Harju";"";"Tallinn";"Rävala pst";"linn";"2";"2";"10145"
"Harju";"";"Tallinn";"Ravi";"linn";"10";"9999";"10138"
"Harju";"";"Tallinn";"Ravi";"linn";"2";"8";"10134"
"Harju";"";"Tallinn";"Ravi";"linn";"1";"7";"10134"
"Harju";"";"Tallinn";"Ravila";"linn";"12";"9999";"11617"
"Harju";"";"Tallinn";"Ravila";"linn";"19";"19";"11617"
"Harju";"";"Tallinn";"Ravila";"linn";"1";"9";"11621"
"Harju";"";"Tallinn";"Rebase";"linn";"0";"9999";"10917"
"Harju";"";"Tallinn";"Rebasesaba tee";"linn";"0";"9999";"11912"
"Harju";"";"Tallinn";"Reha";"linn";"0";"9999";"13516"
"Harju";"";"Tallinn";"Reisijate";"linn";"0";"9999";"10412"
"Harju";"";"Tallinn";"Retke tee";"linn";"1";"3";"13415"
"Harju";"Saku";"Saku";"Aasa";"alevik";"0";"9999";"75501"
"Harju";"";"Saue";"Aiamaa";"linn";"0";"9999";"76506"
"Harju";"";"Saue";"Ale";"linn";"0";"9999";"76505"
"Harju";"";"Saue";"Juure";"linn";"0";"9999";"76506"
"Harju";"";"Saue";"Kakao";"linn";"0";"9999";"76505"
"Harju";"";"Saue";"Kasesalu";"linn";"0";"9999";"76505"
"Harju";"";"Saue";"Kauguse";"linn";"0";"9999";"76505"
"Harju";"";"Saue";"Keila mnt";"linn";"0";"9999";"76505"
"Harju";"";"Saue";"Kesa";"linn";"0";"9999";"76505"
"Harju";"";"Saue";"Kivikangru";"linn";"0";"9999";"76506"
"Harju";"";"Saue";"Kiviloo";"linn";"0";"9999";"76505"
"Harju";"";"Saue";"Kivipõllu";"linn";"0";"9999";"76506"
"Harju";"";"Saue";"Kivipõllu põik";"linn";"0";"9999";"76506"
"Harju";"";"Saue";"Kohvi";"linn";"0";"9999";"76505"
"Harju";"";"Saue";"Koondise";"linn";"0";"9999";"76505"
"Harju";"";"Saue";"Koore";"linn";"0";"9999";"76505"
"Harju";"";"Saue";"Kütise";"linn";"0";"9999";"76505"
"Harju";"";"Saue";"Kuuma";"linn";"0";"9999";"76505"
"Harju";"";"Saue";"Kuuseheki";"linn";"1";"45";"76506"
"Harju";"";"Saue";"Kuuseheki";"linn";"2";"30";"76506"
"Harju";"";"Saue";"Kuuseheki";"linn";"32";"9999";"76505"
"Harju";"";"Saue";"Kuusemetsa";"linn";"0";"9999";"76506"
"Harju";"";"Saue";"Laanesoo";"linn";"0";"9999";"76506"
